State Action QValue
1010011 3 1,011078
1010110 1 -25,164
1010000 0 -53,54864
1000110 2 1,940061
0110111 3 1,480427
0110112 4 0,4973986
0011011 2 -0,1498635
1100011 1 -0,5123883
1100010 1 -20,47493
0100000 1 0,8686348
0010110 2 0,5201824
1100100 2 -51,26678
0010011 2 0,3587769
1010012 2 0,9971451
0011112 0 1,060611
0110001 2 -66,94013
1010102 4 0,8498268
1010102 1 -67,88951
0101111 1 0,6225569
1010102 2 0,7924076
0101002 4 1,138586
0101002 1 1,742962
1010101 4 0,4215848
1010101 2 1,297828
1100002 0 -66,72382
0101112 3 -53,92795
0110002 0 0,9908472
1100011 3 1,305751
0110102 3 0,8497778
0101111 3 -55,5492
0011111 3 -52,64554
0011012 2 0,5122013
0101010 0 -1,120877
0101011 4 -0,1902227
1100102 1 1,533356
1100001 3 -0,2744451
1010100 4 0,2965173
1100101 1 1,044208
1010101 1 -62,00573
0010010 4 -2,415165
0101100 3 -57,09462
0110012 1 -68,36566
1010100 0 -25,06415
0110100 1 -59,0944
1100012 2 -69,30303
0110100 4 -40,89445
0110000 1 -56,27074
0101112 1 0,762452
1001002 4 0,5547174
1001001 2 -0,8154753
1001001 4 -1,034481
1001000 0 -55,41046
1100111 2 -39,50374
1010112 2 1,925671
0110111 2 -56,46194
1100002 3 0,9261726
1010001 2 -2,08773
1100010 3 0,3607209
0101001 0 0,6681798
1100101 2 -40,09309
0101011 1 -0,01465173
0101011 2 -63,13787
1010112 0 -59,94799
0011100 0 -41,22583
0110012 3 1,549426
0110100 2 -57,94798
1010000 3 -35,44105
1010101 3 0,5997549
0011011 1 -51,24863
1010001 3 -2,58669
0110100 0 -3,827262
1100102 0 -67,95605
0110000 4 -81,25356
0101102 2 -56,66615
0010110 4 -0,3110276
1100001 0 -67,65401
1001011 4 -2,100619
1001011 1 -1,564889
1001010 0 -61,66003
1001011 0 -61,51014
0011001 1 -58,18652
0011001 3 -57,5666
0101002 2 -66,98489
0101102 0 0,7278256
0110002 1 -58,85299
0010110 0 -15,13133
0110002 3 1,031619
0011001 0 0,4342878
0011102 0 0,8556631
0101012 2 -58,48394
1010000 1 -61,30371
0011002 3 -68,19778
0011102 3 -69,1125
0110101 0 -0,128148
0110100 3 -21,89393
0110110 3 1,518608
0110111 0 1,089351
0011111 4 0,6655492
0011111 1 -45,99252
1100001 1 0,2592112
0101002 3 -68,30215
0101100 1 -2,335466
0101012 1 1,005822
0011101 3 -66,361
0101101 4 -0,5627457
0101101 3 -68,25718
1100102 2 -55,30592
1001101 4 0,67094
1001101 2 1,73373
0011002 2 0,5058532
0101112 4 0,3895491
0101010 2 -55,193
0101102 1 1,027343
1001102 3 -68,29704
0011102 4 0,8416516
0110112 1 -68,71992
0011011 3 -47,4453
1001010 2 -29,0055
1001111 4 0,9926584
1001111 2 1,433085
0110101 1 -56,00609
1001102 4 1,35246
0011101 4 0,5591132
0011100 2 0,6630839
0101100 4 -77,60167
0011102 1 -59,23756
0101002 0 0,9957663
0101000 2 -33,84037
0101101 2 -59,96274
0010110 1 -69,86559
1001102 0 -67,09726
0011002 0 0,8241139
0101111 2 -56,7529
0011111 0 0,5030996
0011002 4 0,5608789
1100011 2 -67,74553
0011000 1 -66,24926
1001002 3 -66,18402
0011000 4 -66,20967
1001112 4 0,5976471
1001112 2 1,010649
1001002 2 0,4893133
1001102 2 1,847104
0011000 2 -13,1488
1001101 3 -44,5054
1100112 1 1,151482
0101011 0 -0,04856217
0110000 2 -58,46465
0011002 1 -54,35736
0101101 0 0,263634
0101101 1 -1,138517
1001102 1 1,257003
0110101 2 -56,88268
0010010 0 1,606472
1001112 1 0,8809043
1001001 1 -1,895478
1010111 3 2,094781
0101110 0 -13,22971
0101100 0 -49,80853
0010010 3 0,5103268
0011102 2 1,286303
1001010 4 -25,90942
1001001 3 -55,86724
1100011 0 -60,30273
0101012 3 -60,10122
1001000 3 -59,04765
1010001 4 -2,538298
0011101 2 1,11156
0011011 4 0,1022861
0110110 4 -0,777051
0101000 3 -33,73402
0011100 1 -57,04912
0110110 1 -24,86889
0101110 3 -59,00748
0110101 4 -1,356625
0101110 4 -2,216662
0101001 1 1,298775
0011010 2 -42,82421
1001112 3 -60,54398
0011101 1 -53,55794
0110012 0 0,8114473
0101010 1 -38,37795
1001001 0 -56,54359
0011001 2 -0,1844563
1010011 2 0,8793439
1001111 1 1,120476
0101100 2 -65,40901
1001011 3 -58,83972
1010112 3 1,95039
1010011 1 -58,0741
1001010 1 -34,72427
0011110 3 -35,06662
1010100 2 1,31515
1010010 4 0,5051844
1010010 0 -33,40189
1001112 0 -68,9325
0011100 3 -63,01058
1010010 3 1,88099
0101110 1 -16,62278
0011010 1 -54,6563
1010011 0 -61,9295
0101000 4 -0,082
0011010 4 0,09116821
1100011 4 0,7732189
1100100 1 1,071323
1100112 4 0,8398774
1100112 0 -66,12402
1100112 2 -50,78518
1100112 3 1,045006
1010111 1 -46,47822
1010010 1 -24,70888
1001000 4 -74,80473
0110010 4 0,5784611
0110110 2 -40,51723
1001110 4 0,3507248
1001111 0 -51,29008
0110011 1 -63,26711
1100010 4 -65,83788
0110011 0 1,074302
1001100 0 -13,98
0101001 3 -46,53514
1100110 4 0,5306491
1010110 2 1,390413
0110001 1 -64,56272
1100000 2 -62,33904
1001010 3 -58,24493
1001000 2 -72,62117
0011000 3 -45,50178
1001000 1 -6,076459
1100010 0 -61,2562
0110010 2 -13,92983
1100111 1 0,9202607
1100000 1 -0,08062443
0110010 3 1,667262
1010111 2 1,26537
0110000 3 -39,45617
0110110 0 0,6451609
0101001 2 -34,06221
1001101 0 -40,75003
1100101 4 0,4117992
1001100 4 -0,082
1001100 1 0,9141399
1001110 1 -19,36343
0101010 3 -61,85857
0011000 0 -1,524103
1001111 3 -62,67638
1001101 1 0,7612703
1001110 2 0,5608715
0011001 4 0,5375236
0101001 4 -0,05405365
0011101 0 0,726098
0110011 3 1,180829
0011110 2 1,538024
0011110 4 0,6707177
0011111 2 0,7023612
1100100 3 0,06851611
1010100 3 0,696595
1100110 2 -9,98
1010110 4 0,2060369
1100111 0 -60,45484
0011110 1 -24,6326
0110011 4 1,182802
1100111 4 0,6410735
1100110 0 -24,93635
0011010 3 -50,72203
0011011 0 0,4429953
1100100 4 -0,03209951
0011010 0 0,4375982
1010100 1 -13,48988
0110011 2 -34,09944
1010010 2 0,4071772
0011110 0 -20,10642
1001110 0 -13,68001
1100110 3 0,6253502
1001100 3 -13,74961
0101000 1 0,3017593
